appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,Rating,User Experience,Bug Report,Feature Report
"Notepad - Notes with Reminder, ToDo, Sticky notes",Calvin Keyes,"March 7, 2019",5,LIFESTYLE,2019-04-07,Intuitive with a useful tag system,6.0,1,,,
IRS2Go,A Google User,"March 4, 2015",5,FINANCE,2019-04-01,Accurate Just wish my actual faster,6.0,,,,1
YouTube Music - Stream Songs & Music Videos,Daniel Glaser,"April 1, 2019",1,MUSIC_AND_AUDIO,2019-04-07,hey  like this but today  1st it when it  t the active screen on my s9,16.0,,,,
YouTube Kids,brett10lisa,"April 13, 2019",2,FAMILY,2019-05-09,and then I have to go into the each time to open again  is this a setting,17.0,,,1,
"iHeartRadio - Free Music, Radio & Podcasts",Assassin X,"March 26, 2019",5,MUSIC_AND_AUDIO,2019-04-01,you need to allow us to pick single,8.0,,,,
Fantastic Face – Daily face & Beauty Competition,Earnest Cornwell,"February 10, 2019",5,LIFESTYLE,2019-04-14,it fun i feel like going to be with it,10.0,1,,,
Roblox,Ashley Webster,"April 7, 2019",3,FAMILY,2019-04-07,Overall it is a good game but i have had it for almost a year and there are a lot of found  i still dont know how you are supposed to get and change your clothes  also when i play any game  whenever someone the chat my game up and becomes so  i know a few other people who have the same problem and sure there are a lot of other people with that problem too  if you are reading this please fix it  i love this game and want to keep it ,93.0,,,1,
Amazon Prime Video,Sulabha Selokar,"April 21, 2019",5,ENTERTAINMENT,2019-04-21,amazing but money spending,4.0,1,,,
Duolingo: Learn Languages Free,Elisa Contreras,"March 3, 2019",5,EDUCATION,2019-03-08,Me con  it  s the best,6.0,1,,,
Remind: School Communication,Marie Crump,"January 15, 2019",5,EDUCATION,2019-04-14,great to keep in to in touch with and whats happening with your academic  just knowing whats on in general ,20.0,,1,,
"Hulu: Stream TV, Movies & more",David Clayton,"April 9, 2019",5,ENTERTAINMENT,2019-04-21,It is the best by far,6.0,1,,,
,John Comix,"April 30, 2019",1,FAMILY,2019-05-01,My Account  was lost after i was searching  It just logged me out  even if i try to reset my password with my or phone number  it doesnt work  ,29.0,,,1,
Fantastic Face – Face Analysis & Aging Prediction,,"February 23, 2019",5,LIFESTYLE,2019-03-13,I love this game because you can see want you are going to be older,15.0,1,,,
"Hulu: Stream TV, Movies & more",arnaldo tirado,"March 16, 2019",3,ENTERTAINMENT,2019-04-14,Cannot login to my account from the  it that the password is incorrect  I try to change my password and the system wrong password please re  enter,27.0,,,1,
FaceApp,A Google User,"March 26, 2019",5,LIFESTYLE,2019-04-01,really cool  lots of fun,5.0,1,,,
Remind: School Communication,Lumpy Lumpkins,"March 6, 2019",5,EDUCATION,2019-05-09,Love the open communication with  So helpful  Thanks Remind ,9.0,,1,,
Fantastic Face – Daily face & Beauty Competition,A Google User,"January 27, 2019",1,LIFESTYLE,2019-04-21,This Game you to buy Premium as soon as you load it on  However  you can get a 3 day free trial  but it still your  It like a good game  due to graphics  but I would not recommend it,40.0,,1,,
,Sonny B,"April 18, 2019",4,MUSIC_AND_AUDIO,2019-05-01,still a better than music,5.0,,,,
Pandora - Streaming Music & Podcasts,A Google User,"March 29, 2019",5,MUSIC_AND_AUDIO,2019-04-14,l love Pandora music and this Pandora is what  s up,11.0,1,,,
Minion Rush: Despicable Me Official Game,A Google User,"February 23, 2019",5,FAMILY,2019-04-01,it is it to wait for 2 days,8.0,,,,
DisneyNOW – Episodes & Live TV,Maria MORALES,"March 21, 2019",1,FAMILY,2019-04-21,bring back gravity take back the,6.0,,,,
Spotify - Music and Podcasts,Simon Sadler,"March 7, 2019",1,MUSIC_AND_AUDIO,2019-03-09,for and this  until the last couple of  randomly and music stopping  sometimes  sometimes now for no apparent reason particularly when phone screen is locked  s9  Also now cannot control via car Please sort it out,36.0,,,1,
Battle Royale: FPS Shooter,A Google User,"March 28, 2019",5,GAME_ACTION,2019-04-07,It  s a game i think it  better than but had to delete cause of violence you know gun  s  It  s like your call of duty black 2  cod,30.0,,,,
"Pixel Art: Color by Number, Pixel Color",A Google User,"March 9, 2019",5,ENTERTAINMENT,2019-04-01,I love it,3.0,1,,,
Roblox,FLAME々 SRUJAN,"May 9, 2019",5,FAMILY,2019-05-09,i have a new and the is use full because i it we can create a new play new that is awesome and i say my is progamingmaster32 friend me i am very honest,34.0,,,,
Kick the Buddy,A Google User,"March 29, 2019",5,GAME_ACTION,2019-04-01,it is a really good and fun,7.0,1,,,
Minion Rush: Despicable Me Official Game,Christopher Coleman,"March 8, 2019",5,FAMILY,2019-04-21,One of the all time best,6.0,1,,,
Tinder,Naqeeb Ahmad,"April 11, 2019",1,LIFESTYLE,2019-04-21,its very bad,3.0,1,,,
PayPal Mobile Cash: Send and Request Money Fast,Sébastien PREEL,"April 4, 2019",1,FINANCE,2019-04-07,Excellent  en plus c  pour sports ,6.0,1,,,
TurboTax Tax Return App – Max Refund Guaranteed,Zairfan Lancaster,"February 2, 2019",1,FINANCE,2019-04-14,horrible waste of time  i had to delete a bunch of good stuff on my phone just to fit this and it never worked wouldnt let me take a pic of my w2s or let me type it in it would change what i  useless,45.0,,,1,
Chase Mobile,Nicholas Gabriel,"March 26, 2019",3,FINANCE,2019-04-07,does not on android q,5.0,,,,
Sniper 3D Gun Shooter: Free Elite Shooting Games,Jithin Kalathil,"April 5, 2019",5,GAME_ACTION,2019-04-07,nice game i,3.0,1,,,
Kick the Buddy,KOTAMMA BOJJAGANI,"April 18, 2019",5,GAME_ACTION,2019-04-21,So interesting game,3.0,1,,,
Zelle,Sarah Duncan,"June 3, 2018",3,FINANCE,2019-04-07,Works good as long as you are connected to  if not my never go through,15.0,,1,,
TurboTax Tax Return App – Max Refund Guaranteed,Alvin Michael,"March 17, 2019",1,FINANCE,2019-04-14,Hidden that require essentially starting from scratch to opt out of  When I was finally ready to file I had over 140  worth of that were not disclosed up to that point,32.0,,1,,
Family Locator - GPS Tracker,Chris Goodman,"March 1, 2019",5,LIFESTYLE,2019-03-13,incredibly easy to use and a wonderful tool for keeping track of and family ,14.0,,1,,
,Gregory Donohue,"April 16, 2019",5,HEALTH_AND_FITNESS,2019-05-01,Much than Jenny,3.0,,,,
Ball Mayhem!,A Google User,"February 24, 2019",5,GAME_ACTION,2019-04-14,is the best game ever,5.0,1,,,
,Anta Naziri,"April 27, 2019",1,GAME_ACTION,2019-05-01,i like hell,3.0,1,,,
,solmari vanderpool,"May 1, 2019",5,FINANCE,2019-05-01,great to use and keep track of credit score ,9.0,,1,,
Amazon Alexa,A Google User,"January 13, 2019",5,MUSIC_AND_AUDIO,2019-04-01,I love it,3.0,1,,,
The PCH App,Glenn Mitchell,"March 7, 2019",3,LIFESTYLE,2019-03-13,it works well enough  without any data  but I  never won cash with  ever in my lifetime of any game  Too many pesky for my liking  Free game  mostly a fast way to rack up fast   are usually  too  shame  it could have more interesting content than medication ,48.0,,1,,
Photomath,Malaika Peters,"March 3, 2019",5,EDUCATION,2019-03-08,literally the most helpful and useful math ever ,8.0,1,,,
Zelle,A Google User,"February 22, 2018",1,FINANCE,2019-04-07,It  s the worst  Whether you use it your bank or from the which after trying for 3 to set up on my phone I am still unable to and frankly gave up trying,34.0,,1,,
Credit Karma,A Google User,"March 28, 2019",5,FINANCE,2019-04-01,Credit karma is quick and to use and Credit Karma will have your BACK TO  and it you see your hard work pay off  thank you CREDIT KARMA   ,28.0,,1,,
Lose Belly Fat in 30 Days - Flat Stomach,A Google User,"March 23, 2019",5,HEALTH_AND_FITNESS,2019-05-09,LOVE IT NO,3.0,1,,,
"Calm - Meditate, Sleep, Relax",Rebecca Vega,"January 16, 2019",5,HEALTH_AND_FITNESS,2019-03-16,I put my favorite instrumental on loop  and it me sleep through the night  Thanks Calm team ,17.0,,1,,
The PCH App,A Google User,"March 20, 2019",5,LIFESTYLE,2019-04-07,I really love the  I would be the happiest person in the world if I won ,16.0,,1,,
Toca Kitchen 2,A Google User,"February 26, 2019",1,FAMILY,2019-04-21,easy access for the most 911,6.0,1,,,
Duolingo: Learn Languages Free,Adam Sucher,"April 14, 2019",4,FAMILY,2019-04-14,send too many,3.0,,,,
IRS2Go,A Google User,"January 24, 2017",5,FINANCE,2019-04-14,let  s try u out how about I  rate u after I get my refund  The faster u are the more you get   2017,24.0,,1,,
Helix Jump,tacocatgirl 42,"March 31, 2019",5,GAME_ACTION,2019-04-01,this game is really fun and it kind of me when my day been stressful i can play this game and it me,23.0,1,,,
Ball Mayhem!,Joe Winner,"February 19, 2019",1,GAME_ACTION,2019-03-08,I it when the where one and done  now you have to win 5 to win a game its to long,21.0,,1,,
Tubi - Free Movies & TV Shows,Sean Plowman,"April 4, 2019",5,ENTERTAINMENT,2019-04-14,Wonderful free  I  found lots of cool stuff ,8.0,1,,,
Free Music Player – Online & Offline MP3 Player,Ceyanna Dobbins,"January 22, 2019",2,MUSIC_AND_AUDIO,2019-04-01,every 30  its ridiculous,4.0,,,,
Tag with Ryan,A Google User,"March 23, 2019",5,FAMILY,2019-04-21,this game is the best,5.0,1,,,
Duolingo: Learn Languages Free,A Google User,"April 15, 2019",5,EDUCATION,2019-04-21,It is a great  But sometimes it a long time to load ,12.0,1,,,
Spotify - Music and Podcasts,Nitesh Singh,"March 24, 2019",5,MUSIC_AND_AUDIO,2019-03-24,excellent to use,3.0,1,,,
Headspace: Meditation & Sleep,Sabelo Luthuli,"November 5, 2018",5,HEALTH_AND_FITNESS,2019-03-16,Very interesting indeed,3.0,1,,,
"Notepad - Notes with Reminder, ToDo, Sticky notes",James Smith,"April 1, 2019",5,LIFESTYLE,2019-04-14,great very useful and easy to use,7.0,1,,,
Amazon Prime Video,anvi poddar,"March 18, 2019",4,ENTERTAINMENT,2019-03-24,The prime original series are really good ,7.0,1,,,
Chase Mobile,Krzysztof B,"March 27, 2019",1,FINANCE,2019-04-07,Still can  t use it on my One  phone  Thank goodness for,12.0,,,1,
"Hulu: Stream TV, Movies & more",Miles Prower,"January 28, 2019",5,ENTERTAINMENT,2019-04-01,Hulu is Awesome,3.0,1,,,
Spotify - Music and Podcasts,Avijit Maity,"March 24, 2019",5,MUSIC_AND_AUDIO,2019-03-24,I love this because it best music and the quality of music is best ,14.0,1,,,
Roblox,Glenn SummerfieldJr.,"April 21, 2019",5,FAMILY,2019-04-21,i love the game  cause when I play the game I love them but I have a LOT of 1st I saw that there  s so many and I hate that but more and that broke my  A FUN GAME,40.0,1,,,
Remind: School Communication,Micca Curtis,"January 24, 2019",5,EDUCATION,2019-04-14,Good way to communicate with,5.0,1,,,
"Hulu: Stream TV, Movies & more",Aurora Uplinks,"January 11, 2019",5,ENTERTAINMENT,2019-03-24,hulu is pretty good they have now too as well as film,12.0,1,,,
,Sheldon Robinson,"April 25, 2019",5,FAMILY,2019-05-01,love learning new,3.0,1,,,
Tubi - Free Movies & TV Shows,johnus Evans,"March 17, 2019",5,ENTERTAINMENT,2019-03-24,very good lots of good,5.0,1,,,
,Erica Dawson,"April 2, 2019",5,FINANCE,2019-05-01,Banking made easy,3.0,1,,,
Tomb of the Mask,Ainsworth Brevett,"March 14, 2019",4,GAME_ACTION,2019-04-01,its pretty fun,3.0,1,,,
,Chrisna Abbott,"April 28, 2019",5,FAMILY,2019-05-01,The fact that it one  s sight and hearing  along with writing and repetition  it work very well for me ,20.0,,1,,
Fantastic Face – Daily face & Beauty Competition,A Google User,"March 21, 2019",5,LIFESTYLE,2019-05-09,i don  t have a extremely,6.0,,,,
TurboTax Tax Return App – Max Refund Guaranteed,Miles Owen,"April 7, 2019",5,FINANCE,2019-04-14,a simple experience so far  but I  m not finished yet,11.0,,1,,
Spotify - Music and Podcasts,,"March 9, 2019",5,MUSIC_AND_AUDIO,2019-03-09,premium is premium,3.0,,,,
PUBG MOBILE,karam singh,"April 14, 2019",5,GAME_ACTION,2019-04-14,tri ma de lunn,4.0,,,,
Drum Pad Machine - Make Beats,A Google User,"March 7, 2019",5,MUSIC_AND_AUDIO,2019-04-01,it is perfect,3.0,1,,,
,kimmie koko,"October 11, 2018",5,ENTERTAINMENT,2019-05-01,Love it Can  t Leave It Alone  ,7.0,1,,,
Spotify - Music and Podcasts,Moivin Antony,"March 8, 2019",4,MUSIC_AND_AUDIO,2019-03-09,Can I please use f  debit card to get premium  Who is that who decided not to put pay debit card option in the  I  m very excited that finally is in  love u team  support debit card payment option  i really need premium account ,45.0,,,,1
Unicorn Slime Maker and Simulator,A Google User,"March 12, 2019",5,LIFESTYLE,2019-05-09,I love this one and I love it when you make it,12.0,1,,,
"iHeartRadio - Free Music, Radio & Podcasts",Duritha Nash,"April 21, 2019",5,MUSIC_AND_AUDIO,2019-05-09,This is Amazing i can use this all the time,10.0,1,,,
IRS2Go,rwanzo1,"March 18, 2017",5,FINANCE,2019-04-01,It you know when a refund is being ,8.0,,,,
Samsung Health,Shahzad Ali,"April 4, 2019",5,HEALTH_AND_FITNESS,2019-04-21,this is the best for daily  and all type of I really this ,13.0,1,,,
Pixel Art: Color by Number,A Google User,"March 22, 2019",5,ENTERTAINMENT,2019-04-14,it so much fun,4.0,1,,,
Drum Pad Machine - Make Beats,,"February 24, 2019",5,MUSIC_AND_AUDIO,2019-03-09,you can some fire on life ,6.0,,,,
CVS/pharmacy,Kenneth Rent Jr,"January 18, 2019",5,HEALTH_AND_FITNESS,2019-04-14,the is very user friendly  haven  t done this but would love it if I could pay for my and pick them up while shopping ,25.0,,1,,
Samsung Health,Mark Fry,"April 21, 2019",5,HEALTH_AND_FITNESS,2019-05-09,It  s a simple that works in the background  but still me to keep track of any exercise that I do ,21.0,,1,,
PBS KIDS Video,Amelia Baltazar,"August 9, 2017",5,EDUCATION,2019-04-14,Because you could,3.0,,,,
,Tumelo Jojo,"April 30, 2019",5,MUSIC_AND_AUDIO,2019-05-01,music is my energy,4.0,,,,
Free Music Player – Online & Offline MP3 Player,Owen Wells,"December 3, 2018",5,MUSIC_AND_AUDIO,2019-03-09,It is good but a lot of show up all the time but that  t bother me so its a great,21.0,,1,,
Headspace: Meditation & Sleep,Sanjay Saini,"March 26, 2019",5,HEALTH_AND_FITNESS,2019-04-14,It is good but I can  t pay  It is very  but it beat thanks you,16.0,,1,,
Drum Pad Machine - Make Beats,A Google User,"March 13, 2019",3,MUSIC_AND_AUDIO,2019-04-01,I love it,3.0,1,,,
DisneyNOW – Episodes & Live TV,Avi loves art Griffin,"November 20, 2018",5,FAMILY,2019-03-24,I grew up with ,4.0,,,,
Apple Music,A Google User,"February 16, 2019",5,MUSIC_AND_AUDIO,2019-04-14,its great for on the go music and i really enjoy it,12.0,1,,,
Credit Karma,Bonny Martinez,"April 29, 2019",5,FINANCE,2019-05-09,I love it  it  s the best,7.0,1,,,
SoundCloud - Music & Audio,Thy Thot Slayer,"April 10, 2019",5,MUSIC_AND_AUDIO,2019-04-14,i like the type of music they feature on this and the is pretty cool,15.0,1,,,
Ms.Sibyl - See Future Me,yeet wet,"March 8, 2019",1,LIFESTYLE,2019-05-09,its bad i have to pay i have no money,10.0,,1,,
YouTube Music - Stream Songs & Music Videos,Nikesh Yadav,"May 1, 2019",5,MUSIC_AND_AUDIO,2019-05-09,Are The Song Very Good I love this,8.0,1,,,
Chase Mobile,Angela Blackmon,"April 20, 2019",5,FINANCE,2019-04-21,Good way to keep up with daily balance,8.0,,1,,
Tinder,Ken Samic,"April 13, 2019",1,LIFESTYLE,2019-04-21,So I had a problem upon entering the and I cannot retrieve my old account  I had a lot of on that account and it me that I had to experience this ,32.0,,,1,
Chase Mobile,Yungly Ngo,"March 18, 2019",1,FINANCE,2019-04-07,fingerprint sign in  t work for me,7.0,,,1,
Amazon Prime Video,Jakob Jørgensen,"May 6, 2019",1,ENTERTAINMENT,2019-05-09,I hate the main character of Top Gear  is for everything  which is wrong with humanity  He give a about the planet  He  s just worried if his car will have 6 or 7  So I open up this and see this guy  I get a very negative feeling,49.0,,1,,
Apple Music,Ethan Rombal,"February 27, 2019",3,MUSIC_AND_AUDIO,2019-04-01,all the music I want however some very irritating that make it harder to use ,15.0,,,1,
Free Music Player – Online & Offline MP3 Player,A Google User,"March 20, 2019",5,MUSIC_AND_AUDIO,2019-05-09,love this so much you should get this,8.0,1,,,
Drum Pad Machine - Make Beats,Devin Palmer thecallofdutypro,"April 24, 2019",5,MUSIC_AND_AUDIO,2019-05-09,I love it,3.0,1,,,
STARZ,Sarah J Lee,"December 10, 2018",1,ENTERTAINMENT,2019-03-24,Never got past the initial moving box screen  Over and over and over ,13.0,,,1,
,Dayana Benites,"April 7, 2019",4,FAMILY,2019-05-01,I love watching Channel,4.0,1,,,
,Montanah Coleman,"February 12, 2019",4,EDUCATION,2019-05-01,i love this,3.0,1,,,
Photomath,re'am h1,"April 7, 2019",5,EDUCATION,2019-05-09,this is really good  this is helping me a lot  i love it ,13.0,1,,,
PBS KIDS Video,Misoka Nakayama,"November 5, 2018",5,EDUCATION,2019-04-14,What are the best I think I  ever come across especially for my thank you so much public system,19.0,,1,,
Google Home,Robert Lynch,"February 25, 2019",5,LIFESTYLE,2019-03-24,very interesting tho and will say more in due time ,10.0,1,,,
,Madison Stanula,"April 24, 2019",1,FINANCE,2019-05-01,every time I try n use it it there  s an issue with my payment and it never only works with like 2,23.0,,,1,
Tomb of the Mask,,"February 24, 2019",5,GAME_ACTION,2019-03-08,its very fun,3.0,1,,,
"Notepad - Notes with Reminder, ToDo, Sticky notes",I'm Jason,"February 5, 2019",5,LIFESTYLE,2019-03-13,i really like this ,4.0,1,,,
Spotify - Music and Podcasts,,"March 23, 2019",5,MUSIC_AND_AUDIO,2019-03-24,I have used for the past 6 and just now making a review  Other will update and then become terrible  but always been with my music  instead of the whole interface  Music is great the price is amazing  you can pick and choose your own music with premium and even the free version is great  It is to my music taste so even if not listening to my song i listen yo other great that are similar,77.0,,,1,
YouTube Music - Stream Songs & Music Videos,Mayuri Lakhani,"March 22, 2019",3,MUSIC_AND_AUDIO,2019-04-01,was waiting for this for so long  should be a free service as other or should have even lower  should have a link to the page to see other by the same,32.0,,,,1
Apple Music,PAOLO BRISTOW,"March 3, 2019",3,MUSIC_AND_AUDIO,2019-05-09,Some I can  t add to my  I can add them to my library perfectly fine  but when I try to add it to my it just add 0 to,30.0,,,1,
Netflix,Archilyn Ladesma,"April 19, 2019",1,ENTERTAINMENT,2019-04-21,you need a credit card to pay the  and that  s not good huh,14.0,,1,,
Fantastic Face – Daily face & Beauty Competition,Matthew Culmer,"March 24, 2019",1,LIFESTYLE,2019-04-14,Not a fan of  free  that turn out just to be  Put it in the title ,16.0,,,,
Sweatcoin Pays You To Get Fit,Laylay Allen,"February 15, 2019",5,HEALTH_AND_FITNESS,2019-04-14,really cool  you cant money to u but they have cool and motivate me to walk more honestly ,18.0,,,,
Fantastic Face – Daily face & Beauty Competition,A Google User,"March 1, 2019",4,LIFESTYLE,2019-04-21,it was i,3.0,,,,
,Kristin Stephenson,"April 27, 2019",5,GAME_ACTION,2019-05-01,the game is amazing but I think it would be nice if it had more ,15.0,1,,,
Battle Royale: FPS Shooter,Sophia Yaffa,"April 18, 2019",1,GAME_ACTION,2019-05-09,its so bad i hate it ,6.0,1,,,
Tomb of the Mask,Christian Mendoza,"March 19, 2019",1,GAME_ACTION,2019-04-07,really good game but I can give it one star why do we have to pay for it if we  re just for free why do we have to pay for more,32.0,,1,,
The PCH App,Ella Morris,"May 2, 2019",2,LIFESTYLE,2019-05-09,always interrupting me with  Never won any thing have done mail in since 1980  s  Nothing  Thanks,17.0,,1,,
"Notepad - Notes with Reminder, ToDo, Sticky notes",Gavin Roach,"January 31, 2019",5,LIFESTYLE,2019-03-24,i use it to note my,6.0,,,,
PayPal Mobile Cash: Send and Request Money Fast,Shareen Beech,"April 7, 2019",5,FINANCE,2019-04-14,is easy to use  safe  I use to send money to  family  It is almost instantaneous  I receive receipts in my of funds sent or received  so does the other party  This is great ,34.0,,1,,
Quizlet: Learn Languages & Vocab with Flashcards,Hasan O,"February 19, 2019",5,EDUCATION,2019-03-08,Great learning and memorization tool ,5.0,1,,,
Credit Karma,Kevin Farmer,"March 16, 2019",5,FINANCE,2019-03-24,you all the information you need to make your credit better  its convenient and quick ,15.0,,1,,
Remind: School Communication,Donna Owens,"February 17, 2019",5,EDUCATION,2019-04-07,Great way to get all the information you need in an efficient manner ,13.0,,1,,
Fantastic Face – Daily face & Beauty Competition,Gem Hunters,"February 1, 2019",1,LIFESTYLE,2019-04-14,horrible you have to something to actually use the thing in the ad you should make some thing free and some you have to watch a video,27.0,,1,,
Ms.Sibyl - See Future Me,Jeramiah Nelson,"March 25, 2019",1,LIFESTYLE,2019-04-07,not free  only free trial  be honest with advertising and get this is the right section ,16.0,,1,,
"iHeartRadio - Free Music, Radio & Podcasts",carlton bauer,"March 11, 2019",5,MUSIC_AND_AUDIO,2019-03-24,A piece of home while overseas,6.0,,,,
Pixel Art: Color by Number,Mary K,"April 16, 2019",5,ENTERTAINMENT,2019-04-21,Awesome new  Thank you ,4.0,1,,,
Venmo Mobile Wallet: Send & Receive Money,Roberta Maldonado,"March 22, 2019",5,FINANCE,2019-04-01,easy to use  very handy ,5.0,1,,,
STARZ,A Google User,"March 10, 2019",5,ENTERTAINMENT,2019-04-21,the anime is could use more of a selection,9.0,,,,
,Delenia Moore,"December 17, 2018",5,HEALTH_AND_FITNESS,2019-05-01,Get it  Won  t regret it  Love it ,8.0,1,,,
Netflix,Harsimran Kaur,"April 5, 2019",4,ENTERTAINMENT,2019-04-07,pretty good  However it will be nice to have some kind of genre ,13.0,,,,1
YouTube Music - Stream Songs & Music Videos,Dan Engbers,"March 25, 2019",4,MUSIC_AND_AUDIO,2019-04-07,Good  I like that Android Auto is officially now  Only complaint is that I have to search for and start from the beginning every time I fire up the in AA  I only use Music for streaming hour long  so it a little old listening to the same 20 every time I go to work  No other here,58.0,,,1,
PayPal Mobile Cash: Send and Request Money Fast,Alan Miller,"April 3, 2019",5,FINANCE,2019-04-07,it is a great way to make and support my,10.0,1,,,
,yrrehc añep,"April 24, 2019",1,GAME_ACTION,2019-05-01,i hate this ,3.0,1,,,
,Kristine R,"March 26, 2019",1,FINANCE,2019-05-01,over an hour update still not,6.0,,,1,
Credit Karma,Robert Reid,"February 22, 2019",5,FINANCE,2019-03-08,great and works very well,5.0,1,,,
STARZ,Tanya Stevens,"October 7, 2018",5,ENTERTAINMENT,2019-04-01,I had to stay in a basement for a short while and out of all the movie I have was the only one that consistently and kept me happy  Great ,30.0,,1,,
,Kapil Kaushik,"April 15, 2019",1,HEALTH_AND_FITNESS,2019-05-01,would keep failing for no reason when u disable power saving mode  This is a known issue with the with many people that the the phone is rooted even when it  t  it  s disgusting that you are people to call and log an issue when the issue is widespread  if you cannot develop an that can run fine on your own top of the line then sorry but you are doing it wrong  It the phone UNUSABLE  Better solution  no more for me ,84.0,,,1,
Zelle,Kentavious Williams,"April 30, 2019",1,FINANCE,2019-05-09,It wont allow me to access their with my phone number and i just sent some money the day before  customer service  they blamed it on my phone carrier and My phone carrier said my service is intact  For the record a negative 5,44.0,,,1,
Amazon Prime Video,Dee da kxdd,"May 1, 2019",4,ENTERTAINMENT,2019-05-09,its mostly pretty great i have premium so yeah,9.0,1,,,
Bitmoji – Your Personal Emoji,Anita Williams,"April 6, 2019",5,ENTERTAINMENT,2019-04-07,i like it,3.0,1,,,
Drum Pad Machine - Make Beats,Amaan Mohammed,"April 8, 2019",5,MUSIC_AND_AUDIO,2019-04-14,it  s the best I can  t stop it ,9.0,1,,,
Duolingo: Learn Languages Free,Fvck Kpop,"April 7, 2019",5,FAMILY,2019-04-07,a mi familia el,4.0,,,,
Lose It! - Calorie Counter,A Google User,"June 22, 2018",5,HEALTH_AND_FITNESS,2019-04-07,Great i love it but needs a little touch up in of workout and some ,15.0,,,,1
Family Locator - GPS Tracker,Kika Dancy,"March 14, 2019",1,LIFESTYLE,2019-04-01,You are very unprofessional i been for help and clearly getting  plain garbage literally i need this to make sure i know where my is and getting nothing from you  You don  t one star ,35.0,,1,,
Minion Rush: Despicable Me Official Game,Monaliza Ariff,"March 29, 2019",5,FAMILY,2019-04-14,Superb  fun and I like the of suggesting for difference ,10.0,1,,,
Credit Karma,patrick balfour,"March 18, 2019",5,FINANCE,2019-03-24,Easy to use  it  s free  and needs to be a necessity for everyone ,14.0,1,,,
Minion Rush: Despicable Me Official Game,A Google User,"March 27, 2019",5,FAMILY,2019-04-14,it  s a great game but I don  t know how to play without the,15.0,1,,,
Drum Pad Machine - Make Beats,mr Lindgren,"April 13, 2019",5,MUSIC_AND_AUDIO,2019-04-14,this is the best thing that I  ever seen,9.0,1,,,
WildCraft: Animal Sim Online 3D,A Google User,"January 14, 2019",4,FAMILY,2019-04-14,It Is Very Good  Well  Other Than It On  Please Fix It  I Want To Join My But It Wont Let Me  Every Time I Go To Get On  It  I Tried Re  It Over And Over  But It Does The Same Thing   If You See This  Please Fix It P  S  I Love All Of Your  Just Fix This Little Bug  ,62.0,,,1,
Samsung Health,Mocheri B.,"April 2, 2019",2,HEALTH_AND_FITNESS,2019-04-07,Ever since the update it  t sync my sleep schedule with my gear fit 2,15.0,,,1,
Fresh EBT - Food Stamp Balance,Ethel Harper,"March 31, 2019",5,FINANCE,2019-04-21,this me a lot  for when you need to see your amount  to see what and where you spent it plus it help u to spend a little at a time  thanks Fresh ,33.0,,,,1
Tag with Ryan,,"December 23, 2018",5,FAMILY,2019-03-24,this is amazing,3.0,1,,,
Samsung Health,michelle,"March 10, 2019",5,HEALTH_AND_FITNESS,2019-04-01,awesome just wish there was a reminder when you sedentary,10.0,,,,1
Tag with Ryan,sridhar vempali,"December 29, 2018",1,FAMILY,2019-05-09,Just a worse subway for money by this greedy toy family  cash grab ,13.0,,1,,
Fantastic Face – Face Analysis & Aging Prediction,Jelinda Millgate,"February 19, 2019",1,LIFESTYLE,2019-03-13,SCAM  My child thinking it was free but is only a free 3 day trial and we ended up getting a  45 monthly subscription which doesnt come up as anything on your bill  I had to go looking to find what the charge was for,45.0,,1,,
,Soy Fish,"January 3, 2019",5,HEALTH_AND_FITNESS,2019-05-01,Life and life saving ,4.0,1,,,
"Notepad - Notes with Reminder, ToDo, Sticky notes",Gemma Foster,"February 19, 2019",5,LIFESTYLE,2019-04-21,clean and organized for my,5.0,,,,
Tinder,Brendan Fernandes,"April 10, 2019",1,LIFESTYLE,2019-04-14,honestly I  m not bad  but something must be up  t right  I have to swipe through at least 500 before I get a match  and the I start generally get left hanging  These are obviously getting way more than you think  at the end of the day thats why I really  t looking for The Tinder exclusive  Especially if its already to work  enjoy  disappointed in Tinder,68.0,,1,,
Lose Belly Fat in 30 Days - Flat Stomach,Surya Ravindra,"March 6, 2019",5,HEALTH_AND_FITNESS,2019-04-01,This is very nice but instead of other language also use like  for some people  But this is very good ,20.0,,,,1
Headspace: Meditation & Sleep,Rosi Porter,"December 12, 2018",3,HEALTH_AND_FITNESS,2019-04-21,Shame this is a bit  progress lost on 2 I was taking today  As an improvement it would be good to daily and go back to them  Apart from that the anxiety course was excellent and me a lot  I also enjoy the walking but  Calm your  does not work   I have checked I have the latest version of the,60.0,,,1,
Credit Karma,,"February 25, 2019",5,FINANCE,2019-03-08,Awesome  Love Credit Karma ,4.0,1,,,
Sweatcoin Pays You To Get Fit,Charles Porzelt,"February 11, 2019",5,HEALTH_AND_FITNESS,2019-04-07,They have I can use at a reasonable amount of Have bought 3 in the last week,17.0,,,,
,Marwin Joseph Catindig,"March 24, 2019",5,HEALTH_AND_FITNESS,2019-05-01,If I will upgrade into premium  will I be billed monthly or annually ,13.0,,,,
Amazon Prime Video,Vaibhav Chauhan,"April 13, 2019",3,ENTERTAINMENT,2019-04-21,Latest contents are not present  People take subscription so that they could watch than on T  V  but the content is not up here  Disappointed ,25.0,,1,,
