0,processed_text,Rating,User Experience,Bug Report,Feature Report,Rating,User Experience,Bug Report,Feature Report,Rating,User Experience,Bug Report,Feature Report,
284,I love it,1,0,0,0,1,0,0,0,1,0,0,0,
285,Never got past the initial moving box screen  Over and over and over ,0,0,1,0,0,1,0,0,0,0,1,0,
286,I love watching Channel,1,0,0,0,1,0,0,0,1,0,0,0,
287,i love this,1,0,0,0,1,0,0,0,1,0,0,0,
288,this is really good  this is helping me a lot  i love it ,1,0,0,0,1,0,0,0,1,0,0,0,
289,What are the best I think I  ever come across especially for my thank you so much public system,0,1,0,0,1,0,0,0,1,0,0,0,
290,very interesting tho and will say more in due time ,1,0,0,0,1,0,0,0,1,0,0,0,
291,every time I try n use it it there  s an issue with my payment and it never only works with like 2,0,0,1,0,0,0,1,0,0,0,1,0,
292,its very fun,1,0,0,0,1,0,0,0,1,0,0,0,
293,i really like this ,1,0,0,0,1,0,0,0,1,0,0,0,
294,I have used for the past 6 and just now making a review  Other will update and then become terrible  but always been with my music  instead of the whole interface  Music is great the price is amazing  you can pick and choose your own music with premium and even the free version is great  It is to my music taste so even if not listening to my song i listen yo other great that are similar,0,0,1,0,0,1,0,0,0,1,0,0,
295,was waiting for this for so long  should be a free service as other or should have even lower  should have a link to the page to see other by the same,0,0,0,1,1,0,0,0,0,0,0,1,
296,Some I can  t add to my  I can add them to my library perfectly fine  but when I try to add it to my it just add 0 to,0,0,1,0,1,0,0,0,0,0,1,0,
297,you need a credit card to pay the  and that  s not good huh,0,1,0,0,1,0,0,0,1,0,0,0,
298,Not a fan of  free  that turn out just to be  Put it in the title ,0,0,0,0,1,0,0,0,1,0,0,0,
299,really cool  you cant money to u but they have cool and motivate me to walk more honestly ,0,0,0,0,1,0,0,0,1,0,0,0,
300,Overall it is a good game but i have had it for almost a year and there are a lot of found  i still dont know how you are supposed to get and change your clothes  also when i play any game  whenever someone the chat my game up and becomes so  i know a few other people who have the same problem and sure there are a lot of other people with that problem too  if you are reading this please fix it  i love this game and want to keep it ,0,0,0,0,1,0,0,0,0,0,1,0,
301,the game is amazing but I think it would be nice if it had more ,1,0,0,0,1,0,0,0,0,0,0,1,
302,its so bad i hate it ,1,0,0,0,1,0,0,0,1,0,0,0,
303,really good game but I can give it one star why do we have to pay for it if we  re just for free why do we have to pay for more,0,1,0,0,1,0,0,0,1,0,0,0,
304,always interrupting me with  Never won any thing have done mail in since 1980  s  Nothing  Thanks,0,1,0,0,1,0,0,0,0,1,0,0,
305,i use it to note my,0,0,0,0,1,0,0,0,0,0,0,0,
306,is easy to use  safe  I use to send money to  family  It is almost instantaneous  I receive receipts in my of funds sent or received  so does the other party  This is great ,0,1,0,0,0,1,0,0,0,1,0,0,
307,Great learning and memorization tool ,1,0,0,0,0,1,0,0,1,0,0,0,
308,you all the information you need to make your credit better  its convenient and quick ,0,1,0,0,0,1,0,0,1,0,0,0,
309,Great way to get all the information you need in an efficient manner ,0,1,0,0,0,1,0,0,1,0,0,0,
310,horrible you have to something to actually use the thing in the ad you should make some thing free and some you have to watch a video,0,1,0,0,1,0,0,0,0,0,0,1,
311,not free  only free trial  be honest with advertising and get this is the right section ,0,1,0,0,1,0,0,0,0,1,0,0,
312,A piece of home while overseas,0,0,0,0,1,0,0,0,0,1,0,0,
313,Awesome new  Thank you ,1,0,0,0,1,0,0,0,1,0,0,0,
314,easy to use  very handy ,1,0,0,0,1,0,0,0,1,0,0,0,
315,the anime is could use more of a selection,0,0,0,0,1,0,0,0,0,0,0,1,
316,Get it  Won  t regret it  Love it ,1,0,0,0,1,0,0,0,1,0,0,0,
317,pretty good  However it will be nice to have some kind of genre ,0,0,0,1,1,0,0,0,1,0,0,0,
318,Good  I like that Android Auto is officially now  Only complaint is that I have to search for and start from the beginning every time I fire up the in AA  I only use Music for streaming hour long  so it a little old listening to the same 20 every time I go to work  No other here,0,0,1,0,0,1,0,0,0,0,0,1,
319,it is a great way to make and support my,1,0,0,0,1,0,0,0,1,0,0,0,
320,i hate this ,1,0,0,0,1,0,0,0,1,0,0,0,
321,over an hour update still not,0,0,1,0,1,0,0,0,0,0,1,0,
322,great and works very well,1,0,0,0,1,0,0,0,1,0,0,0,
323,I had to stay in a basement for a short while and out of all the movie I have was the only one that consistently and kept me happy  Great ,0,1,0,0,1,0,0,0,0,1,0,0,
324,would keep failing for no reason when u disable power saving mode  This is a known issue with the with many people that the the phone is rooted even when it  t  it  s disgusting that you are people to call and log an issue when the issue is widespread  if you cannot develop an that can run fine on your own top of the line then sorry but you are doing it wrong  It the phone UNUSABLE  Better solution  no more for me ,0,0,1,0,0,0,1,0,0,0,1,0,
325,It wont allow me to access their with my phone number and i just sent some money the day before  customer service  they blamed it on my phone carrier and My phone carrier said my service is intact  For the record a negative 5,0,0,1,0,0,0,1,0,0,0,1,0,
326,its mostly pretty great i have premium so yeah,1,0,0,0,1,0,0,0,1,0,0,0,
327,i like it,1,0,0,0,1,0,0,0,1,0,0,0,
328,it  s the best I can  t stop it ,1,0,0,0,1,0,0,0,1,0,0,0,
329,a mi familia el,0,0,0,0,1,0,0,0,0,1,0,0,
330,Great i love it but needs a little touch up in of workout and some ,0,0,0,1,1,0,0,0,1,0,0,0,
331,You are very unprofessional i been for help and clearly getting  plain garbage literally i need this to make sure i know where my is and getting nothing from you  You don  t one star ,0,1,0,0,0,1,0,0,0,1,0,0,
332,Superb  fun and I like the of suggesting for difference ,1,0,0,0,1,0,0,0,1,0,0,0,
333,Easy to use  it  s free  and needs to be a necessity for everyone ,1,0,0,0,1,0,0,0,1,0,0,0,
334,it  s a great game but I don  t know how to play without the,1,0,0,0,1,0,0,0,1,0,0,0,
335,this is the best thing that I  ever seen,1,0,0,0,1,0,0,0,1,0,0,0,
336,It Is Very Good  Well  Other Than It On  Please Fix It  I Want To Join My But It Wont Let Me  Every Time I Go To Get On  It  I Tried Re  It Over And Over  But It Does The Same Thing   If You See This  Please Fix It P  S  I Love All Of Your  Just Fix This Little Bug  ,0,0,1,0,0,0,1,0,0,0,1,0,
337,Ever since the update it  t sync my sleep schedule with my gear fit 2,0,0,1,0,1,0,0,0,0,0,1,0,
338,this me a lot  for when you need to see your amount  to see what and where you spent it plus it help u to spend a little at a time  thanks Fresh ,0,0,0,1,1,0,0,0,1,0,0,0,
339,this is amazing,1,0,0,0,1,0,0,0,1,0,0,0,
340,awesome just wish there was a reminder when you sedentary,0,0,0,1,1,0,0,0,1,0,0,0,
341,Just a worse subway for money by this greedy toy family  cash grab ,0,1,0,0,1,0,0,0,1,0,0,0,
342,SCAM  My child thinking it was free but is only a free 3 day trial and we ended up getting a  45 monthly subscription which doesnt come up as anything on your bill  I had to go looking to find what the charge was for,0,1,0,0,1,0,0,0,0,1,0,0,
343,Life and life saving ,1,0,0,0,1,0,0,0,1,0,0,0,
344,clean and organized for my,0,0,0,0,1,0,0,0,1,0,0,0,
345,honestly I  m not bad  but something must be up  t right  I have to swipe through at least 500 before I get a match  and the I start generally get left hanging  These are obviously getting way more than you think  at the end of the day thats why I really  t looking for The Tinder exclusive  Especially if its already to work  enjoy  disappointed in Tinder,0,1,0,0,0,1,0,0,0,1,0,0,
346,This is very nice but instead of other language also use like  for some people  But this is very good ,0,0,0,1,1,0,0,0,0,0,0,1,
347,Shame this is a bit  progress lost on 2 I was taking today  As an improvement it would be good to daily and go back to them  Apart from that the anxiety course was excellent and me a lot  I also enjoy the walking but  Calm your  does not work   I have checked I have the latest version of the,0,0,1,0,0,1,0,0,0,1,0,0,
348,Awesome  Love Credit Karma ,1,0,0,0,1,0,0,0,1,0,0,0,
349,They have I can use at a reasonable amount of Have bought 3 in the last week,0,0,0,0,1,0,0,0,0,1,0,0,
350,If I will upgrade into premium  will I be billed monthly or annually ,0,0,0,0,1,0,0,0,0,1,0,0,
351,Latest contents are not present  People take subscription so that they could watch than on T  V  but the content is not up here  Disappointed ,0,1,0,0,0,1,0,0,0,1,0,0,
352,its so so cool,1,0,0,0,1,0,0,0,1,0,0,0,
353,Love this  very accurate and our family keep up with one another during the day  Great for of teens ,0,1,0,0,1,0,0,0,0,1,0,0,
354,I don  t like that the is hard to turn off  and yes  it  s clearly intentional  It like a virus  and this with time  Use free Prime Music and it constantly you to upgrade  I got without my consent  probably accidentally hit the accept button one of the 100 times it to upgrade,0,0,1,0,0,1,0,0,0,1,0,0,
355,I always like because service,1,0,0,0,1,0,0,0,1,0,0,0,
356,for some stupid reason  this 2 days ago the stopped counting my or working pretty much at all  stopped around 4pm  t 1 single step since then  no waiting so I take it y pu have a bug  how about you fix this,0,0,1,0,0,0,1,0,0,0,1,0,
357,it is but i wish they could have but the game is good 4  5,1,0,0,0,1,0,0,0,1,0,0,0,
358,This was very unhelpful,1,0,0,0,1,0,0,0,1,0,0,0,
359,Very great  really me study when I don  t have my computer to access the site ,0,1,0,0,0,1,0,0,0,1,0,0,
360,its  its awesome  it is also my preferred language ,1,0,0,0,1,0,0,0,1,0,0,0,
361,Thanks for making this my nese it,1,0,0,0,1,0,0,0,1,0,0,0,
362,i find it hard to believe how the know i need to drink water because when it said i must drink water i really need the water for truth ,0,1,0,0,0,1,0,0,0,1,0,0,
363,It  s fun  I wish I  t have to pay to remove,1,0,0,0,1,0,0,0,1,0,0,0,
364,game  but it old real fast  nothing on it really much so it is very repetitive ,0,1,0,0,1,0,0,0,1,0,0,0,
365,I don  t use it don  t want it,1,0,0,0,1,0,0,0,1,0,0,0,
366,great for keeping up with daily caloric intake  easy to find and log food  easy to creat too  and this is just the free version ,0,1,0,0,0,1,0,0,0,1,0,0,
367,for and this  until the last couple of  randomly and music stopping  sometimes  sometimes now for no apparent reason particularly when phone screen is locked  s9  Also now cannot control via car Please sort it out  ,0,0,0,0,1,0,0,0,0,0,1,0,
368,The is great but please fix playback  if phone screen is locked the music will stop after 5  10 or so  no such problem ,0,0,0,0,1,0,0,0,0,0,1,0,
369,easy to use  a real asset to in particular ,1,0,0,0,1,0,0,0,1,0,0,0,
370,this is really good,1,0,0,0,1,0,0,0,1,0,0,0,
371,this is very good for learning other  it really ,1,0,0,0,1,0,0,0,1,0,0,0,
372,love it  so easy  i no longer have to check my balance over the phone  awesome ,0,1,0,0,1,0,0,0,0,1,0,0,
373,great for your favorite  frequent for the price but I  gotten used to it  But please  please make a option like  of the times I  m in a poor service area at work when i want to kill time on or during and my don  t load ,0,0,0,1,0,0,0,1,0,0,0,1,
374,I love this,1,0,0,0,1,0,0,0,1,0,0,0,
375,This is good for to communicate with my  This is also good to enjoy the my child  in school while doing her in class ,0,1,0,0,0,1,0,0,0,1,0,0,
376,if you have to pay for everything dont bother marking it as a free,0,1,0,0,1,0,0,0,1,0,0,0,
377,its beautiful  only downside is advertising between,0,1,0,0,1,0,0,0,1,0,0,0,
378,I have tried to lose weight before with little success  Then I got this and I have lost 40  and still losing  I am in on my goal  thanks to  Lose It,0,1,0,0,0,1,0,0,0,1,0,0,
379,Really good for ,1,0,0,0,1,0,0,0,1,0,0,0,
380,It is my first time to use this  see who it is  ,0,0,0,0,1,0,0,0,0,0,0,0,
381,I love it,1,0,0,0,1,0,0,0,1,0,0,0,
382,fun fact it  s fun,1,0,0,0,1,0,0,0,1,0,0,0,
383,I dont stay in and wont work everyday  I love how it on my phone when I to work,0,1,0,0,1,0,0,0,0,1,0,0,
,,,,,,,,SOLVER,TOTAL:,0,53.99999878,26.99999959,27,107.9999984
,,,,,,,,Feat+bug,Proportion:,0,0.499999996,0.25,0.250000004,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,ORIGINAL,TOTAL:,217,78,48,29,
,,,,,,,,,Proportion:,0.583333333,0.209677419,0.129032258,0.077956989,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,SOLVER,TOTAL:,217,78,48,55.8,
,,,,,,,,,Proportion:,0.583333333,0.209677419,0.129032258,0.15,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
