appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,label
Duolingo: Learn Languages Free,Elisa Contreras,03-Mar-19,5,EDUCATION,2019-03-08,Me con  it  s the best,6,Rating
Remind: School Communication,Marie Crump,15-Jan-19,5,EDUCATION,2019-04-14,great to keep in to in touch with and whats happening with your academic  just knowing whats on in general ,20,UserExperience
"Hulu: Stream TV, Movies & more",David Clayton,09-Apr-19,5,ENTERTAINMENT,2019-04-21,It is the best by far,6,Rating
,John Comix,30-Apr-19,1,FAMILY,2019-05-01,My Account  was lost after i was searching  It just logged me out  even if i try to reset my password with my or phone number  it doesnt work  ,29,Bug
Fantastic Face – Face Analysis & Aging Prediction,,23-Feb-19,5,LIFESTYLE,2019-03-13,I love this game because you can see want you are going to be older,15,Rating
"Hulu: Stream TV, Movies & more",arnaldo tirado,16-Mar-19,3,ENTERTAINMENT,2019-04-14,Cannot login to my account from the  it that the password is incorrect  I try to change my password and the system wrong password please re  enter,27,Bug
FaceApp,A Google User,26-Mar-19,5,LIFESTYLE,2019-04-01,really cool  lots of fun,5,Rating
Remind: School Communication,Lumpy Lumpkins,06-Mar-19,5,EDUCATION,2019-05-09,Love the open communication with  So helpful  Thanks Remind ,9,UserExperience
Fantastic Face – Daily face & Beauty Competition,A Google User,27-Jan-19,1,LIFESTYLE,2019-04-21,This Game you to buy Premium as soon as you load it on  However  you can get a 3 day free trial  but it still your  It like a good game  due to graphics  but I would not recommend it ,40,UserExperience
,Sonny B,18-Apr-19,4,MUSIC_AND_AUDIO,2019-05-01,still a better than music,5,Rating
Pandora - Streaming Music & Podcasts,A Google User,29-Mar-19,5,MUSIC_AND_AUDIO,2019-04-14,l love Pandora music and this Pandora is what  s up,11,Rating
Minion Rush: Despicable Me Official Game,A Google User,23-Feb-19,5,FAMILY,2019-04-01,it is it to wait for 2 days,8,UserExperience
DisneyNOW – Episodes & Live TV,Maria MORALES,21-Mar-19,1,FAMILY,2019-04-21,bring back gravity take back the,6,Feature
Spotify - Music and Podcasts,Simon Sadler,07-Mar-19,1,MUSIC_AND_AUDIO,2019-03-09,for and this  until the last couple of  randomly and music stopping  sometimes  sometimes now for no apparent reason particularly when phone screen is locked  s9  Also now cannot control via car Please sort it out  ,36,Bug
Battle Royale: FPS Shooter,A Google User,28-Mar-19,5,GAME_ACTION,2019-04-07,It  s a game i think it  better than but had to delete cause of violence you know gun  s  It  s like your call of duty black 2  cod ,30,UserExperience
"Pixel Art: Color by Number, Pixel Color",A Google User,09-Mar-19,5,ENTERTAINMENT,2019-04-01,I love it,3,Rating
Roblox,FLAME々 SRUJAN,09-May-19,5,FAMILY,2019-05-09,i have a new and the is use full because i it we can create a new play new that is awesome and i say my is progamingmaster32 friend me i am very honest,34,UserExperience
Kick the Buddy,A Google User,29-Mar-19,5,GAME_ACTION,2019-04-01,it is a really good and fun,7,Rating
Minion Rush: Despicable Me Official Game,Christopher Coleman,08-Mar-19,5,FAMILY,2019-04-21,One of the all time best,6,Rating
Tinder,Naqeeb Ahmad,11-Apr-19,1,LIFESTYLE,2019-04-21,its very bad,3,Rating
PayPal Mobile Cash: Send and Request Money Fast,Sébastien PREEL,04-Apr-19,1,FINANCE,2019-04-07,Excellent  en plus c  pour sports ,6,Rating
TurboTax Tax Return App – Max Refund Guaranteed,Zairfan Lancaster,02-Feb-19,1,FINANCE,2019-04-14,horrible waste of time  i had to delete a bunch of good stuff on my phone just to fit this and it never worked wouldnt let me take a pic of my w2s or let me type it in it would change what i  useless,45,Bug
Chase Mobile,Nicholas Gabriel,26-Mar-19,3,FINANCE,2019-04-07,does not on android q,5,Bug
Sniper 3D Gun Shooter: Free Elite Shooting Games,Jithin Kalathil,05-Apr-19,5,GAME_ACTION,2019-04-07,nice game i,3,Rating
Kick the Buddy,KOTAMMA BOJJAGANI,18-Apr-19,5,GAME_ACTION,2019-04-21,So interesting game,3,Rating
Zelle,Sarah Duncan,03-Jun-18,3,FINANCE,2019-04-07,Works good as long as you are connected to  if not my never go through,15,Bug
TurboTax Tax Return App – Max Refund Guaranteed,Alvin Michael,17-Mar-19,1,FINANCE,2019-04-14,Hidden that require essentially starting from scratch to opt out of  When I was finally ready to file I had over 140  worth of that were not disclosed up to that point ,32,UserExperience
Family Locator - GPS Tracker,Chris Goodman,01-Mar-19,5,LIFESTYLE,2019-03-13,incredibly easy to use and a wonderful tool for keeping track of and family ,14,Rating
,Gregory Donohue,16-Apr-19,5,HEALTH_AND_FITNESS,2019-05-01,Much than Jenny,3,UserExperience
Ball Mayhem!,A Google User,24-Feb-19,5,GAME_ACTION,2019-04-14,is the best game ever,5,Rating
,Anta Naziri,27-Apr-19,1,GAME_ACTION,2019-05-01,i like hell,3,Rating
,solmari vanderpool,01-May-19,5,FINANCE,2019-05-01,great to use and keep track of credit score ,9,Rating
Amazon Alexa,A Google User,13-Jan-19,5,MUSIC_AND_AUDIO,2019-04-01,I love it,3,Rating
The PCH App,Glenn Mitchell,07-Mar-19,3,LIFESTYLE,2019-03-13,it works well enough  without any data  but I  never won cash with  ever in my lifetime of any game  Too many pesky for my liking  Free game  mostly a fast way to rack up fast   are usually  too  shame  it could have more interesting content than medication ,48,UserExperience
Photomath,Malaika Peters,03-Mar-19,5,EDUCATION,2019-03-08,literally the most helpful and useful math ever ,8,Rating
Zelle,A Google User,22-Feb-18,1,FINANCE,2019-04-07,It  s the worst  Whether you use it your bank or from the which after trying for 3 to set up on my phone I am still unable to and frankly gave up trying,34,Bug
Credit Karma,A Google User,28-Mar-19,5,FINANCE,2019-04-01,Credit karma is quick and to use and Credit Karma will have your BACK TO  and it you see your hard work pay off  thank you CREDIT KARMA   ,28,UserExperience
Lose Belly Fat in 30 Days - Flat Stomach,A Google User,23-Mar-19,5,HEALTH_AND_FITNESS,2019-05-09,LOVE IT NO,3,Rating
"Calm - Meditate, Sleep, Relax",Rebecca Vega,16-Jan-19,5,HEALTH_AND_FITNESS,2019-03-16,I put my favorite instrumental on loop  and it me sleep through the night  Thanks Calm team ,17,UserExperience
The PCH App,A Google User,20-Mar-19,5,LIFESTYLE,2019-04-07,I really love the  I would be the happiest person in the world if I won ,16,UserExperience
Toca Kitchen 2,A Google User,26-Feb-19,1,FAMILY,2019-04-21,easy access for the most 911,6,Rating
Duolingo: Learn Languages Free,Adam Sucher,14-Apr-19,4,FAMILY,2019-04-14,send too many,3,Bug
IRS2Go,A Google User,24-Jan-17,5,FINANCE,2019-04-14,let  s try u out how about I  rate u after I get my refund  The faster u are the more you get   2017,24,UserExperience
Helix Jump,tacocatgirl 42,31-Mar-19,5,GAME_ACTION,2019-04-01,this game is really fun and it kind of me when my day been stressful i can play this game and it me,23,UserExperience
Ball Mayhem!,Joe Winner,19-Feb-19,1,GAME_ACTION,2019-03-08,I it when the where one and done  now you have to win 5 to win a game its to long ,21,UserExperience
Tubi - Free Movies & TV Shows,Sean Plowman,04-Apr-19,5,ENTERTAINMENT,2019-04-14,Wonderful free  I  found lots of cool stuff ,8,Rating
Free Music Player – Online & Offline MP3 Player,Ceyanna Dobbins,22-Jan-19,2,MUSIC_AND_AUDIO,2019-04-01,every 30  its ridiculous,4,Rating
Tag with Ryan,A Google User,23-Mar-19,5,FAMILY,2019-04-21,this game is the best,5,Rating
Duolingo: Learn Languages Free,A Google User,15-Apr-19,5,EDUCATION,2019-04-21,It is a great  But sometimes it a long time to load ,12,Rating
Spotify - Music and Podcasts,Nitesh Singh,24-Mar-19,5,MUSIC_AND_AUDIO,2019-03-24,excellent to use,3,Rating
Headspace: Meditation & Sleep,Sabelo Luthuli,05-Nov-18,5,HEALTH_AND_FITNESS,2019-03-16,Very interesting indeed,3,Rating
"Notepad - Notes with Reminder, ToDo, Sticky notes",James Smith,01-Apr-19,5,LIFESTYLE,2019-04-14,great very useful and easy to use,7,Rating
Amazon Prime Video,anvi poddar,18-Mar-19,4,ENTERTAINMENT,2019-03-24,The prime original series are really good ,7,Rating
Chase Mobile,Krzysztof B,27-Mar-19,1,FINANCE,2019-04-07,Still can  t use it on my One  phone  Thank goodness for,12,Rating
"Hulu: Stream TV, Movies & more",Miles Prower,28-Jan-19,5,ENTERTAINMENT,2019-04-01,Hulu is Awesome,3,Rating
Spotify - Music and Podcasts,Avijit Maity,24-Mar-19,5,MUSIC_AND_AUDIO,2019-03-24,I love this because it best music and the quality of music is best ,14,Rating
Roblox,Glenn SummerfieldJr.,21-Apr-19,5,FAMILY,2019-04-21,i love the game  cause when I play the game I love them but I have a LOT of 1st I saw that there  s so many and I hate that but more and that broke my  A FUN GAME ,40,Rating
Remind: School Communication,Micca Curtis,24-Jan-19,5,EDUCATION,2019-04-14,Good way to communicate with,5,Rating
"Hulu: Stream TV, Movies & more",Aurora Uplinks,11-Jan-19,5,ENTERTAINMENT,2019-03-24,hulu is pretty good they have now too as well as film,12,Rating
,Sheldon Robinson,25-Apr-19,5,FAMILY,2019-05-01,love learning new,3,Rating
Tubi - Free Movies & TV Shows,johnus Evans,17-Mar-19,5,ENTERTAINMENT,2019-03-24,very good lots of good,5,Rating
,Erica Dawson,02-Apr-19,5,FINANCE,2019-05-01,Banking made easy,3,Rating
Tomb of the Mask,Ainsworth Brevett,14-Mar-19,4,GAME_ACTION,2019-04-01,its pretty fun,3,Rating
,Chrisna Abbott,28-Apr-19,5,FAMILY,2019-05-01,The fact that it one  s sight and hearing  along with writing and repetition  it work very well for me ,20,UserExperience
Fantastic Face – Daily face & Beauty Competition,A Google User,21-Mar-19,5,LIFESTYLE,2019-05-09,i don  t have a extremely,6,Rating
TurboTax Tax Return App – Max Refund Guaranteed,Miles Owen,07-Apr-19,5,FINANCE,2019-04-14,a simple experience so far  but I  m not finished yet,11,Rating
Spotify - Music and Podcasts,,09-Mar-19,5,MUSIC_AND_AUDIO,2019-03-09,premium is premium,3,Rating
PUBG MOBILE,karam singh,14-Apr-19,5,GAME_ACTION,2019-04-14,tri ma de lunn,4,UserExperience
Drum Pad Machine - Make Beats,A Google User,07-Mar-19,5,MUSIC_AND_AUDIO,2019-04-01,it is perfect,3,Rating
,kimmie koko,11-Oct-18,5,ENTERTAINMENT,2019-05-01,Love it Can  t Leave It Alone  ,7,Rating
Spotify - Music and Podcasts,Moivin Antony,08-Mar-19,4,MUSIC_AND_AUDIO,2019-03-09,Can I please use f  debit card to get premium  Who is that who decided not to put pay debit card option in the  I  m very excited that finally is in  love u team  support debit card payment option  i really need premium account ,45,Feature
Unicorn Slime Maker and Simulator,A Google User,12-Mar-19,5,LIFESTYLE,2019-05-09,I love this one and I love it when you make it,12,Rating
"iHeartRadio - Free Music, Radio & Podcasts",Duritha Nash,21-Apr-19,5,MUSIC_AND_AUDIO,2019-05-09,This is Amazing i can use this all the time,10,Rating
IRS2Go,rwanzo1,18-Mar-17,5,FINANCE,2019-04-01,It you know when a refund is being ,8,Bug
Samsung Health,Shahzad Ali,04-Apr-19,5,HEALTH_AND_FITNESS,2019-04-21,this is the best for daily  and all type of I really this ,13,Rating
Pixel Art: Color by Number,A Google User,22-Mar-19,5,ENTERTAINMENT,2019-04-14,it so much fun,4,Rating
Drum Pad Machine - Make Beats,,24-Feb-19,5,MUSIC_AND_AUDIO,2019-03-09,you can some fire on life ,6,UserExperience
CVS/pharmacy,Kenneth Rent Jr,18-Jan-19,5,HEALTH_AND_FITNESS,2019-04-14,the is very user friendly  haven  t done this but would love it if I could pay for my and pick them up while shopping ,25,Feature
Samsung Health,Mark Fry,21-Apr-19,5,HEALTH_AND_FITNESS,2019-05-09,It  s a simple that works in the background  but still me to keep track of any exercise that I do ,21,UserExperience
PBS KIDS Video,Amelia Baltazar,09-Aug-17,5,EDUCATION,2019-04-14,Because you could,3,Feature
,Tumelo Jojo,30-Apr-19,5,MUSIC_AND_AUDIO,2019-05-01,music is my energy,4,Rating
Free Music Player – Online & Offline MP3 Player,Owen Wells,03-Dec-18,5,MUSIC_AND_AUDIO,2019-03-09,It is good but a lot of show up all the time but that  t bother me so its a great,21,Rating
Headspace: Meditation & Sleep,Sanjay Saini,26-Mar-19,5,HEALTH_AND_FITNESS,2019-04-14,It is good but I can  t pay  It is very  but it beat thanks you,16,Rating
Drum Pad Machine - Make Beats,A Google User,13-Mar-19,3,MUSIC_AND_AUDIO,2019-04-01,I love it,3,Rating
DisneyNOW – Episodes & Live TV,Avi loves art Griffin,20-Nov-18,5,FAMILY,2019-03-24,I grew up with ,4,UserExperience
Apple Music,A Google User,16-Feb-19,5,MUSIC_AND_AUDIO,2019-04-14,its great for on the go music and i really enjoy it,12,Rating
Credit Karma,Bonny Martinez,29-Apr-19,5,FINANCE,2019-05-09,I love it  it  s the best,7,Rating
SoundCloud - Music & Audio,Thy Thot Slayer,10-Apr-19,5,MUSIC_AND_AUDIO,2019-04-14,i like the type of music they feature on this and the is pretty cool,15,Rating
Ms.Sibyl - See Future Me,yeet wet,08-Mar-19,1,LIFESTYLE,2019-05-09,its bad i have to pay i have no money,10,UserExperience
YouTube Music - Stream Songs & Music Videos,Nikesh Yadav,01-May-19,5,MUSIC_AND_AUDIO,2019-05-09,Are The Song Very Good I love this,8,Rating
Chase Mobile,Angela Blackmon,20-Apr-19,5,FINANCE,2019-04-21,Good way to keep up with daily balance,8,Rating
Tinder,Ken Samic,13-Apr-19,1,LIFESTYLE,2019-04-21,So I had a problem upon entering the and I cannot retrieve my old account  I had a lot of on that account and it me that I had to experience this ,32,Bug
Chase Mobile,Yungly Ngo,18-Mar-19,1,FINANCE,2019-04-07,fingerprint sign in  t work for me,7,Bug
Amazon Prime Video,Jakob Jørgensen,06-May-19,1,ENTERTAINMENT,2019-05-09,I hate the main character of Top Gear  is for everything  which is wrong with humanity  He give a about the planet  He  s just worried if his car will have 6 or 7  So I open up this and see this guy  I get a very negative feeling,49,UserExperience
Apple Music,Ethan Rombal,27-Feb-19,3,MUSIC_AND_AUDIO,2019-04-01,all the music I want however some very irritating that make it harder to use ,15,Bug
Free Music Player – Online & Offline MP3 Player,A Google User,20-Mar-19,5,MUSIC_AND_AUDIO,2019-05-09,love this so much you should get this,8,Rating
Drum Pad Machine - Make Beats,Devin Palmer thecallofdutypro,24-Apr-19,5,MUSIC_AND_AUDIO,2019-05-09,I love it,3,Rating
STARZ,Sarah J Lee,10-Dec-18,1,ENTERTAINMENT,2019-03-24,Never got past the initial moving box screen  Over and over and over ,13,Bug
,Dayana Benites,07-Apr-19,4,FAMILY,2019-05-01,I love watching Channel,4,Rating
,Montanah Coleman,12-Feb-19,4,EDUCATION,2019-05-01,i love this,3,Rating
Photomath,re'am h1,07-Apr-19,5,EDUCATION,2019-05-09,this is really good  this is helping me a lot  i love it ,13,Rating
PBS KIDS Video,Misoka Nakayama,05-Nov-18,5,EDUCATION,2019-04-14,What are the best I think I  ever come across especially for my thank you so much public system,19,Rating
Google Home,Robert Lynch,25-Feb-19,5,LIFESTYLE,2019-03-24,very interesting tho and will say more in due time ,10,Rating
,Madison Stanula,24-Apr-19,1,FINANCE,2019-05-01,every time I try n use it it there  s an issue with my payment and it never only works with like 2,23,Bug
Tomb of the Mask,,24-Feb-19,5,GAME_ACTION,2019-03-08,its very fun,3,Rating
"Notepad - Notes with Reminder, ToDo, Sticky notes",I'm Jason,05-Feb-19,5,LIFESTYLE,2019-03-13,i really like this ,4,Rating
Spotify - Music and Podcasts,,23-Mar-19,5,MUSIC_AND_AUDIO,2019-03-24,I have used for the past 6 and just now making a review  Other will update and then become terrible  but always been with my music  instead of the whole interface  Music is great the price is amazing  you can pick and choose your own music with premium and even the free version is great  It is to my music taste so even if not listening to my song i listen yo other great that are similar ,77,UserExperience
YouTube Music - Stream Songs & Music Videos,Mayuri Lakhani,22-Mar-19,3,MUSIC_AND_AUDIO,2019-04-01,was waiting for this for so long  should be a free service as other or should have even lower  should have a link to the page to see other by the same,32,Feature
Apple Music,PAOLO BRISTOW,03-Mar-19,3,MUSIC_AND_AUDIO,2019-05-09,Some I can  t add to my  I can add them to my library perfectly fine  but when I try to add it to my it just add 0 to ,30,Bug
Netflix,Archilyn Ladesma,19-Apr-19,1,ENTERTAINMENT,2019-04-21,you need a credit card to pay the  and that  s not good huh,14,Rating
Fantastic Face – Daily face & Beauty Competition,Matthew Culmer,24-Mar-19,1,LIFESTYLE,2019-04-14,Not a fan of  free  that turn out just to be  Put it in the title ,16,Rating
Sweatcoin Pays You To Get Fit,Laylay Allen,15-Feb-19,5,HEALTH_AND_FITNESS,2019-04-14,really cool  you cant money to u but they have cool and motivate me to walk more honestly ,18,Rating
Fantastic Face – Daily face & Beauty Competition,A Google User,01-Mar-19,4,LIFESTYLE,2019-04-21,it was i,3,Bug
,Kristin Stephenson,27-Apr-19,5,GAME_ACTION,2019-05-01,the game is amazing but I think it would be nice if it had more ,15,Feature
Battle Royale: FPS Shooter,Sophia Yaffa,18-Apr-19,1,GAME_ACTION,2019-05-09,its so bad i hate it ,6,Rating
Tomb of the Mask,Christian Mendoza,19-Mar-19,1,GAME_ACTION,2019-04-07,really good game but I can give it one star why do we have to pay for it if we  re just for free why do we have to pay for more,32,Rating
The PCH App,Ella Morris,02-May-19,2,LIFESTYLE,2019-05-09,always interrupting me with  Never won any thing have done mail in since 1980  s  Nothing  Thanks ,17,UserExperience
"Notepad - Notes with Reminder, ToDo, Sticky notes",Gavin Roach,31-Jan-19,5,LIFESTYLE,2019-03-24,i use it to note my,6,UserExperience
PayPal Mobile Cash: Send and Request Money Fast,Shareen Beech,07-Apr-19,5,FINANCE,2019-04-14,is easy to use  safe  I use to send money to  family  It is almost instantaneous  I receive receipts in my of funds sent or received  so does the other party  This is great ,34,UserExperience
Quizlet: Learn Languages & Vocab with Flashcards,Hasan O,19-Feb-19,5,EDUCATION,2019-03-08,Great learning and memorization tool ,5,Rating
Credit Karma,Kevin Farmer,16-Mar-19,5,FINANCE,2019-03-24,you all the information you need to make your credit better  its convenient and quick ,15,Rating
Remind: School Communication,Donna Owens,17-Feb-19,5,EDUCATION,2019-04-07,Great way to get all the information you need in an efficient manner ,13,Rating
Fantastic Face – Daily face & Beauty Competition,Gem Hunters,01-Feb-19,1,LIFESTYLE,2019-04-14,horrible you have to something to actually use the thing in the ad you should make some thing free and some you have to watch a video,27,Feature
Ms.Sibyl - See Future Me,Jeramiah Nelson,25-Mar-19,1,LIFESTYLE,2019-04-07,not free  only free trial  be honest with advertising and get this is the right section ,16,UserExperience
"iHeartRadio - Free Music, Radio & Podcasts",carlton bauer,11-Mar-19,5,MUSIC_AND_AUDIO,2019-03-24,A piece of home while overseas,6,UserExperience
Pixel Art: Color by Number,Mary K,16-Apr-19,5,ENTERTAINMENT,2019-04-21,Awesome new  Thank you ,4,Rating
Venmo Mobile Wallet: Send & Receive Money,Roberta Maldonado,22-Mar-19,5,FINANCE,2019-04-01,easy to use  very handy ,5,Rating
STARZ,A Google User,10-Mar-19,5,ENTERTAINMENT,2019-04-21,the anime is could use more of a selection,9,Feature
,Delenia Moore,17-Dec-18,5,HEALTH_AND_FITNESS,2019-05-01,Get it  Won  t regret it  Love it ,8,Rating
Netflix,Harsimran Kaur,05-Apr-19,4,ENTERTAINMENT,2019-04-07,pretty good  However it will be nice to have some kind of genre ,13,Rating
YouTube Music - Stream Songs & Music Videos,Dan Engbers,25-Mar-19,4,MUSIC_AND_AUDIO,2019-04-07,Good  I like that Android Auto is officially now  Only complaint is that I have to search for and start from the beginning every time I fire up the in AA  I only use Music for streaming hour long  so it a little old listening to the same 20 every time I go to work  No other here ,58,Feature
PayPal Mobile Cash: Send and Request Money Fast,Alan Miller,03-Apr-19,5,FINANCE,2019-04-07,it is a great way to make and support my,10,Rating
,yrrehc añep,24-Apr-19,1,GAME_ACTION,2019-05-01,i hate this ,3,Rating
,Kristine R,26-Mar-19,1,FINANCE,2019-05-01,over an hour update still not,6,Bug
Credit Karma,Robert Reid,22-Feb-19,5,FINANCE,2019-03-08,great and works very well,5,Rating
STARZ,Tanya Stevens,07-Oct-18,5,ENTERTAINMENT,2019-04-01,I had to stay in a basement for a short while and out of all the movie I have was the only one that consistently and kept me happy  Great ,30,UserExperience
,Kapil Kaushik,15-Apr-19,1,HEALTH_AND_FITNESS,2019-05-01,would keep failing for no reason when u disable power saving mode  This is a known issue with the with many people that the the phone is rooted even when it  t  it  s disgusting that you are people to call and log an issue when the issue is widespread  if you cannot develop an that can run fine on your own top of the line then sorry but you are doing it wrong  It the phone UNUSABLE  Better solution  no more for me ,84,Bug
Zelle,Kentavious Williams,30-Apr-19,1,FINANCE,2019-05-09, It wont allow me to access their with my phone number and i just sent some money the day before  customer service  they blamed it on my phone carrier and My phone carrier said my service is intact  For the record a negative 5,44,Bug
Amazon Prime Video,Dee da kxdd,01-May-19,4,ENTERTAINMENT,2019-05-09,its mostly pretty great i have premium so yeah,9,Rating
Bitmoji – Your Personal Emoji,Anita Williams,06-Apr-19,5,ENTERTAINMENT,2019-04-07,i like it,3,Rating
Drum Pad Machine - Make Beats,Amaan Mohammed,08-Apr-19,5,MUSIC_AND_AUDIO,2019-04-14,it  s the best I can  t stop it ,9,Rating
Duolingo: Learn Languages Free,Fvck Kpop,07-Apr-19,5,FAMILY,2019-04-07,a mi familia el,4,UserExperience
Lose It! - Calorie Counter,A Google User,22-Jun-18,5,HEALTH_AND_FITNESS,2019-04-07,Great i love it but needs a little touch up in of workout and some ,15,Rating
Family Locator - GPS Tracker,Kika Dancy,14-Mar-19,1,LIFESTYLE,2019-04-01,You are very unprofessional i been for help and clearly getting  plain garbage literally i need this to make sure i know where my is and getting nothing from you  You don  t one star ,35,UserExperience
Minion Rush: Despicable Me Official Game,Monaliza Ariff,29-Mar-19,5,FAMILY,2019-04-14,Superb  fun and I like the of suggesting for difference ,10,Rating
Credit Karma,patrick balfour,18-Mar-19,5,FINANCE,2019-03-24,Easy to use  it  s free  and needs to be a necessity for everyone ,14,Rating
Minion Rush: Despicable Me Official Game,A Google User,27-Mar-19,5,FAMILY,2019-04-14,it  s a great game but I don  t know how to play without the,15,Rating
Drum Pad Machine - Make Beats,mr Lindgren,13-Apr-19,5,MUSIC_AND_AUDIO,2019-04-14,this is the best thing that I  ever seen,9,Rating
WildCraft: Animal Sim Online 3D,A Google User,14-Jan-19,4,FAMILY,2019-04-14,It Is Very Good  Well  Other Than It On  Please Fix It  I Want To Join My But It Wont Let Me  Every Time I Go To Get On  It  I Tried Re  It Over And Over  But It Does The Same Thing   If You See This  Please Fix It P  S  I Love All Of Your  Just Fix This Little Bug  ,62,Bug
Samsung Health,Mocheri B.,02-Apr-19,2,HEALTH_AND_FITNESS,2019-04-07,Ever since the update it  t sync my sleep schedule with my gear fit 2,15,Bug
Fresh EBT - Food Stamp Balance,Ethel Harper,31-Mar-19,5,FINANCE,2019-04-21,this me a lot  for when you need to see your amount  to see what and where you spent it plus it help u to spend a little at a time  thanks Fresh ,33,Rating
Tag with Ryan,,23-Dec-18,5,FAMILY,2019-03-24,this is amazing,3,Rating
Samsung Health,michelle,10-Mar-19,5,HEALTH_AND_FITNESS,2019-04-01,awesome just wish there was a reminder when you sedentary,10,Rating
Tag with Ryan,sridhar vempali,29-Dec-18,1,FAMILY,2019-05-09,Just a worse subway for money by this greedy toy family  cash grab ,13,Rating
Fantastic Face – Face Analysis & Aging Prediction,Jelinda Millgate,19-Feb-19,1,LIFESTYLE,2019-03-13,SCAM  My child thinking it was free but is only a free 3 day trial and we ended up getting a  45 monthly subscription which doesnt come up as anything on your bill  I had to go looking to find what the charge was for ,45,UserExperience
,Soy Fish,03-Jan-19,5,HEALTH_AND_FITNESS,2019-05-01,Life and life saving ,4,Rating
"Notepad - Notes with Reminder, ToDo, Sticky notes",Gemma Foster,19-Feb-19,5,LIFESTYLE,2019-04-21,clean and organized for my,5,Rating
Tinder,Brendan Fernandes,10-Apr-19,1,LIFESTYLE,2019-04-14,honestly I  m not bad  but something must be up  t right  I have to swipe through at least 500 before I get a match  and the I start generally get left hanging  These are obviously getting way more than you think  at the end of the day thats why I really  t looking for The Tinder exclusive  Especially if its already to work  enjoy  disappointed in Tinder,68,UserExperience
Lose Belly Fat in 30 Days - Flat Stomach,Surya Ravindra,06-Mar-19,5,HEALTH_AND_FITNESS,2019-04-01,This is very nice but instead of other language also use like  for some people  But this is very good ,20,Feature
Headspace: Meditation & Sleep,Rosi Porter,12-Dec-18,3,HEALTH_AND_FITNESS,2019-04-21,Shame this is a bit  progress lost on 2 I was taking today  As an improvement it would be good to daily and go back to them  Apart from that the anxiety course was excellent and me a lot  I also enjoy the walking but  Calm your  does not work   I have checked I have the latest version of the ,60,UserExperience
Credit Karma,,25-Feb-19,5,FINANCE,2019-03-08,Awesome  Love Credit Karma ,4,Rating
Sweatcoin Pays You To Get Fit,Charles Porzelt,11-Feb-19,5,HEALTH_AND_FITNESS,2019-04-07,They have I can use at a reasonable amount of Have bought 3 in the last week ,17,UserExperience
,Marwin Joseph Catindig,24-Mar-19,5,HEALTH_AND_FITNESS,2019-05-01,If I will upgrade into premium  will I be billed monthly or annually ,13,UserExperience
Amazon Prime Video,Vaibhav Chauhan,13-Apr-19,3,ENTERTAINMENT,2019-04-21,Latest contents are not present  People take subscription so that they could watch than on T  V  but the content is not up here  Disappointed ,25,UserExperience
,Damian Newton,30-Apr-19,5,FAMILY,2019-05-01,its so so cool,4,Rating
,Heather Begley,27-Apr-19,5,LIFESTYLE,2019-05-01,Love this  very accurate and our family keep up with one another during the day  Great for of teens ,19,UserExperience
Amazon Music,Jeremy Laborde,31-Mar-19,2,MUSIC_AND_AUDIO,2019-04-01,I don  t like that the is hard to turn off  and yes  it  s clearly intentional  It like a virus  and this with time  Use free Prime Music and it constantly you to upgrade  I got without my consent  probably accidentally hit the accept button one of the 100 times it to upgrade ,54,UserExperience
,A Google User,13-Mar-19,5,HEALTH_AND_FITNESS,2019-05-01,I always like because service,5,Rating
Samsung Health,xisnipe4food,29-Mar-19,1,HEALTH_AND_FITNESS,2019-04-01,for some stupid reason  this 2 days ago the stopped counting my or working pretty much at all  stopped around 4pm  t 1 single step since then  no waiting so I take it y pu have a bug  how about you fix this ,43,Bug
Ball Mayhem!,Sharod Dixon,17-Mar-19,4,GAME_ACTION,2019-04-07,it is but i wish they could have but the game is good 4  5,15,Rating
,Alliyah Wooten,24-Apr-18,1,FINANCE,2019-05-01,This was very unhelpful,4,Rating
Quizlet: Learn Languages & Vocab with Flashcards,Matthew Fisk,07-Mar-19,5,EDUCATION,2019-04-14,Very great  really me study when I don  t have my computer to access the site ,16,UserExperience
Bitmoji – Your Personal Emoji,Rikki Vaydor Vedder,28-Mar-19,5,ENTERTAINMENT,2019-04-01,its  its awesome  it is also my preferred language ,9,Rating
Pinkfong Baby Shark,Kent Gaming,24-Oct-17,5,EDUCATION,2019-04-07,Thanks for making this my nese it,7,Rating
Drink Water Reminder: Water Tracker & Alarm,Tami Douglas,14-Apr-19,5,HEALTH_AND_FITNESS,2019-04-21,i find it hard to believe how the know i need to drink water because when it said i must drink water i really need the water for truth ,29,UserExperience
Snowball.io,Lily Nist,19-Apr-19,5,GAME_ACTION,2019-05-09,It  s fun  I wish I  t have to pay to remove,12,Rating
Tag with Ryan,AJ Ripple,16-Feb-19,2,FAMILY,2019-04-01,game  but it old real fast  nothing on it really much so it is very repetitive ,16,Rating
,Becky Hopkins,22-Apr-19,1,ENTERTAINMENT,2019-05-01,I don  t use it don  t want it,9,Rating
Calorie Counter - MyFitnessPal,Jackie MacFarland,27-Mar-19,5,HEALTH_AND_FITNESS,2019-04-14,great for keeping up with daily caloric intake  easy to find and log food  easy to creat too  and this is just the free version ,25,UserExperience
Google Classroom,,18-Oct-18,3,EDUCATION,2019-03-24,I think this is,4,Bug
